verbatimScientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year
Anopheles (Anopheles) pseudopunctipennis,25.785133,-100.2921,50.0,2005
Anopheles (Anopheles) pseudopunctipennis,25.777167,-100.088967,50.0,2001
Anopheles (Anopheles) pseudopunctipennis,26.493028,-100.230278,50.0,2006
Anopheles (Anopheles) pseudopunctipennis,26.3002,-99.5478,50.0,2002
Anopheles (Anopheles) pseudopunctipennis,25.596617,-100.260983,50.0,2001
Anopheles (Anopheles) pseudopunctipennis,25.916878,-100.350062,50.0,2001
Anopheles (Anopheles) pseudopunctipennis,25.866267,-99.949722,50.0,2001
Anopheles (Anopheles) pseudopunctipennis,25.727717,-99.2181,50.0,2002
Anopheles (Anopheles) pseudopunctipennis,23.026333,-97.761194,70.0,2006
Anopheles (Anopheles) pseudopunctipennis,25.780417,-100.13485,50.0,2002
Anopheles (Anopheles) pseudopunctipennis,25.957583,-100.29075,50.0,2002
Anopheles (Anopheles) pseudopunctipennis,25.941917,-100.40145,50.0,2001
Anopheles (Anopheles) pseudopunctipennis,25.803583,-100.587067,50.0,2001
Anopheles (Anopheles) pseudopunctipennis,26.900833,-101.418056,50.0,2006
Anopheles (Anopheles) pseudopunctipennis,25.925517,-100.160267,50.0,2001
